a.zip_code,a.ucr_offense_description,a.est,_c3
75287,OTHER OFFENSES,641,30
75287,ROBBERY,641,101
75202,FRAUD,621,36
75202,FOUND PROPERTY,621,114
75202,FORGERY & COUNTERFEIT,621,18
75202,FIREARMS ACCIDENT,621,1
75202,EMBEZZLEMENT,621,12
75202,DWI,621,10
75202,DISORDERLY CONDUCT,621,13
75202,CRIMINAL MISCHIEF/VANDALISM,621,134
75202,CHILD (OFFENSES AGAINST),621,3
75202,BURGLARY,621,50
75202,AUTO THEFT - UUMV,621,72
75202,ASSAULT,621,95
75202,AGGRAVATED ASSAULT,621,20
75202,ACCIDENTAL INJURY,621,41
75202,OTHER OFFENSES,621,69
75202,ROBBERY,621,67
75202,SUDDEN DEATH,621,3
75202,THEFT,621,520
75202,WEAPONS,621,1
75202,OCCUPATIONAL ACCIDENT,621,2
75202,NARCOTICS/DRUGS,621,14
75202,MOTOR VEHICLE ACCIDENT,621,125
75202,LOST PROPERTY,621,57
75202,HOME ACCIDENT,621,2
75218,MOTOR VEHICLE ACCIDENT,601,168
75218,OCCUPATIONAL ACCIDENT,601,1
75218,OTHER OFFENSES,601,22
75218,ROBBERY,601,52
75218,SUDDEN DEATH,601,17
75218,THEFT,601,611
75218,TRAFFIC FATALITY,601,3
75218,FOUND PROPERTY,601,115
75218,FORGERY & COUNTERFEIT,601,14
75218,EMBEZZLEMENT,601,6
75218,DWI,601,6
75218,DISORDERLY CONDUCT,601,17
75218,CRIMINAL MISCHIEF/VANDALISM,601,238
75218,BURGLARY,601,235
75218,AUTO THEFT - UUMV,601,105
75218,ASSAULT,601,54
75218,ANIMAL BITE,601,6
75218,AGGRAVATED ASSAULT,601,8
75218,ACCIDENTAL INJURY,601,20
75218,NARCOTICS/DRUGS,601,4
75218,FRAUD,601,19
75218,HOME ACCIDENT,601,23
75218,LIQUOR,601,1
75218,LOST PROPERTY,601,9
75088,THEFT,582,7
75088,ASSAULT,582,1
75088,CRIMINAL MISCHIEF/VANDALISM,582,2
75088,EMBEZZLEMENT,582,1
75088,FOUND PROPERTY,582,5
75088,MOTOR VEHICLE ACCIDENT,582,2
75088,SUDDEN DEATH,582,2
75082,CRIMINAL MISCHIEF/VANDALISM,573,1
75211,ARSON,570,11
75211,AUTO THEFT - UUMV,570,519
75211,BURGLARY,570,519
75211,CHILD (OFFENSES AGAINST),570,6
75211,CRIMINAL MISCHIEF/VANDALISM,570,679
75211,DISORDERLY CONDUCT,570,77
75211,DWI,570,40
75211,EMBEZZLEMENT,570,32
75211,FIREARMS ACCIDENT,570,7
75211,FORGERY & COUNTERFEIT,570,35
75211,FOUND PROPERTY,570,567
75211,FRAUD,570,29
75211,HOME ACCIDENT,570,34
75211,LIQUOR,570,1
75211,LOST PROPERTY,570,63
75211,MOTOR VEHICLE ACCIDENT,570,493
75211,MURDER,570,1
75211,NARCOTICS/DRUGS,570,21
75211,OCCUPATIONAL ACCIDENT,570,4
75211,OTHER OFFENSES,570,116
75211,ROBBERY,570,175
75211,SUDDEN DEATH,570,78
75211,THEFT,570,1444
75211,TRAFFIC FATALITY,570,4
75211,WEAPONS,570,4
75211,ASSAULT,570,181
75211,ACCIDENTAL INJURY,570,50
75211,AGGRAVATED ASSAULT,570,61
75211,ANIMAL BITE,570,26
75217,NARCOTICS/DRUGS,565,28
75217,MOTOR VEHICLE ACCIDENT,565,535
75217,LOST PROPERTY,565,72
75217,LIQUOR,565,3
75217,HOME ACCIDENT,565,75
75217,FRAUD,565,27
75217,ROBBERY,565,335
75217,SUDDEN DEATH,565,72
75217,THEFT,565,1547
75217,TRAFFIC FATALITY,565,3
75217,WEAPONS,565,12
75217,FOUND PROPERTY,565,1146
75217,FORGERY & COUNTERFEIT,565,63
75217,FIREARMS ACCIDENT,565,10
75217,EMBEZZLEMENT,565,23
75217,DWI,565,28
75217,DISORDERLY CONDUCT,565,139
75217,CRIMINAL MISCHIEF/VANDALISM,565,1039
75217,CHILD (OFFENSES AGAINST),565,8
75217,BURGLARY,565,1253
75217,AUTO THEFT - UUMV,565,636
75217,ASSAULT,565,336
75217,ARSON,565,26
75217,ANIMAL BITE,565,37
75217,AGGRAVATED ASSAULT,565,159
75217,ACCIDENTAL INJURY,565,92
75217,MURDER,565,4
75217,OTHER OFFENSES,565,164
75217,OCCUPATIONAL ACCIDENT,565,3
75051,THEFT,540,21
75051,SUDDEN DEATH,540,1
75051,HOME ACCIDENT,540,1
75051,FRAUD,540,1
75051,FOUND PROPERTY,540,5
75051,DISORDERLY CONDUCT,540,2
75051,CRIMINAL MISCHIEF/VANDALISM,540,13
75051,BURGLARY,540,13
75051,AUTO THEFT - UUMV,540,11
75051,ASSAULT,540,2
75126,THEFT,534,2
75251,SUDDEN DEATH,530,6
75251,ROBBERY,530,12
75251,OTHER OFFENSES,530,22
75251,OCCUPATIONAL ACCIDENT,530,1
75251,NARCOTICS/DRUGS,530,3
75251,MOTOR VEHICLE ACCIDENT,530,98
75251,THEFT,530,215
75251,HOME ACCIDENT,530,2
75251,FRAUD,530,4
75251,FOUND PROPERTY,530,80
75251,FORGERY & COUNTERFEIT,530,5
75251,FIREARMS ACCIDENT,530,1
75251,EMBEZZLEMENT,530,7
75251,DWI,530,3
75251,DISORDERLY CONDUCT,530,8
75251,CRIMINAL MISCHIEF/VANDALISM,530,83
75251,BURGLARY,530,57
75251,AUTO THEFT - UUMV,530,65
75251,ASSAULT,530,34
75251,ARSON,530,1
75251,AGGRAVATED ASSAULT,530,5
75251,ACCIDENTAL INJURY,530,9
75251,LOST PROPERTY,530,8
75209,HOME ACCIDENT,520,6
75209,LOST PROPERTY,520,9
75209,MOTOR VEHICLE ACCIDENT,520,128
75209,OCCUPATIONAL ACCIDENT,520,3
75209,OTHER OFFENSES,520,28
75209,ROBBERY,520,21
75209,SUDDEN DEATH,520,15
75209,THEFT,520,484
75209,TRAFFIC FATALITY,520,3
75209,ACCIDENTAL INJURY,520,9
75209,AGGRAVATED ASSAULT,520,9
75209,ANIMAL BITE,520,2
75209,ARSON,520,3
75209,ASSAULT,520,34
75209,AUTO THEFT - UUMV,520,65
75209,BURGLARY,520,123
75209,CRIMINAL MISCHIEF/VANDALISM,520,108
75209,DISORDERLY CONDUCT,520,9
75209,DWI,520,3
75209,EMBEZZLEMENT,520,16
75209,FORGERY & COUNTERFEIT,520,7
75209,FOUND PROPERTY,520,83
75209,FRAUD,520,20
75060,THEFT,489,1
75060,MOTOR VEHICLE ACCIDENT,489,1
75060,ROBBERY,489,1
75237,ROBBERY,481,142
75237,OTHER OFFENSES,481,96
75237,OCCUPATIONAL ACCIDENT,481,2
75237,NARCOTICS/DRUGS,481,17
75237,MURDER,481,7
75237,MOTOR VEHICLE ACCIDENT,481,211
75237,LOST PROPERTY,481,65
75237,LIQUOR,481,1
75237,HOME ACCIDENT,481,15
75237,FRAUD,481,57
75237,FOUND PROPERTY,481,233
75237,FORGERY & COUNTERFEIT,481,56
75237,FIREARMS ACCIDENT,481,11
75237,EMBEZZLEMENT,481,24
75237,DWI,481,5
75237,DISORDERLY CONDUCT,481,64
75237,CRIMINAL MISCHIEF/VANDALISM,481,564
75237,CHILD (OFFENSES AGAINST),481,2
75237,BURGLARY,481,470
75237,AUTO THEFT - UUMV,481,250
75237,ASSAULT,481,186
75237,ARSON,481,10
75237,ANIMAL BITE,481,2
75237,AGGRAVATED ASSAULT,481,39
75237,ACCIDENTAL INJURY,481,34
75237,WEAPONS,481,5
75237,TRAFFIC FATALITY,481,5
75237,THEFT,481,899
75237,SUDDEN DEATH,481,17
75227,WEAPONS,441,9
75227,OCCUPATIONAL ACCIDENT,441,2
75227,NARCOTICS/DRUGS,441,23
75227,MURDER,441,6
75227,MOTOR VEHICLE ACCIDENT,441,431
75227,LOST PROPERTY,441,37
75227,LIQUOR,441,3
75227,INTOXICATION MANSLAUGHTER,441,1
75227,HOME ACCIDENT,441,61
75227,FRAUD,441,21
75227,FOUND PROPERTY,441,636
75227,FORGERY & COUNTERFEIT,441,23
75227,FIREARMS ACCIDENT,441,3
75227,EMBEZZLEMENT,441,21
75227,DWI,441,20
75227,DISORDERLY CONDUCT,441,44
75227,CRIMINAL MISCHIEF/VANDALISM,441,779
75227,CHILD (OFFENSES AGAINST),441,8
75227,BURGLARY,441,806
75227,AUTO THEFT - UUMV,441,382
75227,ASSAULT,441,180
75227,ARSON,441,17
75227,ANIMAL BITE,441,15
75227,AGGRAVATED ASSAULT,441,80
75227,ACCIDENTAL INJURY,441,45
75227,OTHER OFFENSES,441,73
75227,ROBBERY,441,204
75227,SUDDEN DEATH,441,60
75227,THEFT,441,1136
75227,TRAFFIC FATALITY,441,6
75212,HOME ACCIDENT,437,15
75212,FOUND PROPERTY,437,453
75212,FORGERY & COUNTERFEIT,437,4
75212,OCCUPATIONAL ACCIDENT,437,2
75212,OTHER OFFENSES,437,89
75212,ROBBERY,437,77
75212,SUDDEN DEATH,437,29
75212,THEFT,437,515
75212,TRAFFIC FATALITY,437,4
75212,WEAPONS,437,2
75212,FIREARMS ACCIDENT,437,3
75212,EMBEZZLEMENT,437,11
75212,DWI,437,22
75212,DISORDERLY CONDUCT,437,42
75212,CRIMINAL MISCHIEF/VANDALISM,437,333
75212,CHILD (OFFENSES AGAINST),437,5
75212,BURGLARY,437,203
75212,AUTO THEFT - UUMV,437,185
75212,ASSAULT,437,115
75212,ARSON,437,17
75212,ANIMAL BITE,437,17
75212,AGGRAVATED ASSAULT,437,46
75212,ACCIDENTAL INJURY,437,16
75212,FRAUD,437,13
75212,NARCOTICS/DRUGS,437,16
75212,MURDER,437,2
75212,MOTOR VEHICLE ACCIDENT,437,284
75212,LOST PROPERTY,437,19
75116,DISORDERLY CONDUCT,430,2
75116,ACCIDENTAL INJURY,430,1
75116,AGGRAVATED ASSAULT,430,1
75116,AUTO THEFT - UUMV,430,7
75116,BURGLARY,430,13
75116,CRIMINAL MISCHIEF/VANDALISM,430,4
75116,ROBBERY,430,1
75116,THEFT,430,13
75116,MURDER,430,1
75116,FOUND PROPERTY,430,2
75154,FOUND PROPERTY,398,1
75154,ROBBERY,398,1
76018,FOUND PROPERTY,397,1
75226,ACCIDENTAL INJURY,389,38
75226,MOTOR VEHICLE ACCIDENT,389,107
75226,MURDER,389,1
75226,OCCUPATIONAL ACCIDENT,389,2
75226,OTHER OFFENSES,389,23
75226,EMBEZZLEMENT,389,7
75226,FIREARMS ACCIDENT,389,1
75226,FORGERY & COUNTERFEIT,389,7
75226,FOUND PROPERTY,389,207
75226,FRAUD,389,12
75226,HOME ACCIDENT,389,6
75226,LOST PROPERTY,389,47
75226,DWI,389,11
75226,DISORDERLY CONDUCT,389,24
75226,CRIMINAL MISCHIEF/VANDALISM,389,109
75226,CHILD (OFFENSES AGAINST),389,1
75226,BURGLARY,389,86
75226,AUTO THEFT - UUMV,389,80
75226,ASSAULT,389,80
75226,ARSON,389,1
75226,ANIMAL BITE,389,2
75226,ROBBERY,389,28
75226,SUDDEN DEATH,389,11
75226,THEFT,389,279
75226,WEAPONS,389,2
75226,AGGRAVATED ASSAULT,389,31
75224,SUDDEN DEATH,336,30
75224,THEFT,336,774
75224,TRAFFIC FATALITY,336,2
75224,WEAPONS,336,1
75224,NARCOTICS/DRUGS,336,12
75224,OTHER OFFENSES,336,67
75224,ACCIDENTAL INJURY,336,33
75224,AGGRAVATED ASSAULT,336,52
75224,ANIMAL BITE,336,10
75224,ARSON,336,7
75224,ASSAULT,336,154
75224,AUTO THEFT - UUMV,336,255
75224,BURGLARY,336,343
75224,CHILD (OFFENSES AGAINST),336,3
75224,CRIMINAL MISCHIEF/VANDALISM,336,439
75224,DISORDERLY CONDUCT,336,44
75224,DWI,336,19
75224,EMBEZZLEMENT,336,10
75224,FIREARMS ACCIDENT,336,2
75224,FORGERY & COUNTERFEIT,336,20
75224,FOUND PROPERTY,336,260
75224,FRAUD,336,34
75224,HOME ACCIDENT,336,21
75224,LOST PROPERTY,336,36
75224,MOTOR VEHICLE ACCIDENT,336,322
75224,MURDER,336,4
75224,ROBBERY,336,173
75215,GAMBLING,315,4
75215,FOUND PROPERTY,315,658
75215,FORGERY & COUNTERFEIT,315,62
75215,FIREARMS ACCIDENT,315,3
75215,EMBEZZLEMENT,315,20
75215,DWI,315,13
75215,DISORDERLY CONDUCT,315,45
75215,CRIMINAL MISCHIEF/VANDALISM,315,417
75215,CHILD (OFFENSES AGAINST),315,4
75215,BURGLARY,315,369
75215,AUTO THEFT - UUMV,315,183
75215,ASSAULT,315,265
75215,ARSON,315,24
75215,ANIMAL BITE,315,14
75215,AGGRAVATED ASSAULT,315,148
75215,ACCIDENTAL INJURY,315,90
75215,FRAUD,315,285
75215,WEAPONS,315,6
75215,TRAFFIC FATALITY,315,5
75215,THEFT,315,559
75215,SUDDEN DEATH,315,51
75215,ROBBERY,315,175
75215,OTHER OFFENSES,315,134
75215,OCCUPATIONAL ACCIDENT,315,1
75215,NARCOTICS/DRUGS,315,30
75215,MURDER,315,10
75215,MOTOR VEHICLE ACCIDENT,315,294
75215,LOST PROPERTY,315,110
75215,HOME ACCIDENT,315,34
75137,MOTOR VEHICLE ACCIDENT,298,1
75216,BURGLARY,284,851
75216,FIREARMS ACCIDENT,284,13
75216,FORGERY & COUNTERFEIT,284,37
75216,FOUND PROPERTY,284,841
75216,EMBEZZLEMENT,284,10
75216,FRAUD,284,49
75216,HOME ACCIDENT,284,46
75216,INTOXICATION MANSLAUGHTER,284,1
75216,LIQUOR,284,2
75216,LOST PROPERTY,284,58
75216,MOTOR VEHICLE ACCIDENT,284,438
75216,AUTO THEFT - UUMV,284,453
75216,OCCUPATIONAL ACCIDENT,284,3
75216,NARCOTICS/DRUGS,284,36
75216,MURDER,284,16
75216,CHILD (OFFENSES AGAINST),284,8
75216,OTHER OFFENSES,284,217
75216,CRIMINAL MISCHIEF/VANDALISM,284,829
75216,DISORDERLY CONDUCT,284,92
75216,DWI,284,20
75216,ASSAULT,284,404
75216,ARSON,284,42
75216,ANIMAL BITE,284,36
75216,AGGRAVATED ASSAULT,284,172
75216,ACCIDENTAL INJURY,284,88
75216,ROBBERY,284,283
75216,SUDDEN DEATH,284,107
75216,THEFT,284,1203
75216,TRAFFIC FATALITY,284,7
75216,WEAPONS,284,13
75180,MOTOR VEHICLE ACCIDENT,278,1
75180,OTHER OFFENSES,278,1
75203,BURGLARY,248,284
75203,CHILD (OFFENSES AGAINST),248,1
75203,CRIMINAL MISCHIEF/VANDALISM,248,251
75203,DISORDERLY CONDUCT,248,23
75203,DWI,248,4
75203,EMBEZZLEMENT,248,6
75203,FIREARMS ACCIDENT,248,10
75203,FORGERY & COUNTERFEIT,248,8
75203,FOUND PROPERTY,248,311
75203,FRAUD,248,10
75203,HOME ACCIDENT,248,11
75203,OTHER OFFENSES,248,91
75203,LOST PROPERTY,248,26
75203,WEAPONS,248,2
75203,TRAFFIC FATALITY,248,1
75203,THEFT,248,458
75203,SUDDEN DEATH,248,28
75203,ROBBERY,248,109
75203,MOTOR VEHICLE ACCIDENT,248,152
75203,MURDER,248,1
75203,NARCOTICS/DRUGS,248,4
75203,OCCUPATIONAL ACCIDENT,248,1
75203,ACCIDENTAL INJURY,248,41
75203,AGGRAVATED ASSAULT,248,49
75203,ANIMAL BITE,248,9
75203,ARSON,248,8
75203,ASSAULT,248,116
75203,AUTO THEFT - UUMV,248,174
75048,BURGLARY,234,1
75048,MOTOR VEHICLE ACCIDENT,234,1
75246,THEFT,230,92
75246,ACCIDENTAL INJURY,230,10
75246,AGGRAVATED ASSAULT,230,11
75246,ANIMAL BITE,230,1
75246,ARSON,230,1
75246,ASSAULT,230,9
75246,AUTO THEFT - UUMV,230,24
75246,BURGLARY,230,28
75246,CRIMINAL MISCHIEF/VANDALISM,230,42
75246,DISORDERLY CONDUCT,230,7
75246,DWI,230,3
75246,EMBEZZLEMENT,230,2
75246,FIREARMS ACCIDENT,230,3
75246,FORGERY & COUNTERFEIT,230,5
75246,FOUND PROPERTY,230,33
75246,FRAUD,230,6
75246,HOME ACCIDENT,230,5
75246,LOST PROPERTY,230,10
75246,MOTOR VEHICLE ACCIDENT,230,37
75246,NARCOTICS/DRUGS,230,4
75246,OTHER OFFENSES,230,23
75246,ROBBERY,230,16
75246,SUDDEN DEATH,230,5
75159,MOTOR VEHICLE ACCIDENT,222,1
75159,AUTO THEFT - UUMV,222,1
75159,FOUND PROPERTY,222,1
75089,THEFT,212,4
75089,MOTOR VEHICLE ACCIDENT,212,1
75089,FRAUD,212,1
75089,EMBEZZLEMENT,212,1
75089,CRIMINAL MISCHIEF/VANDALISM,212,2
75236,AGGRAVATED ASSAULT,207,20
75236,ANIMAL BITE,207,1
75236,ARSON,207,6
75236,ASSAULT,207,51
75236,AUTO THEFT - UUMV,207,147
75236,BURGLARY,207,193
75236,CHILD (OFFENSES AGAINST),207,4
75236,CRIMINAL MISCHIEF/VANDALISM,207,250
75236,DISORDERLY CONDUCT,207,26
75236,DWI,207,3
75236,EMBEZZLEMENT,207,5
75236,FIREARMS ACCIDENT,207,1
75236,FORGERY & COUNTERFEIT,207,3
75236,FOUND PROPERTY,207,135
75236,NARCOTICS/DRUGS,207,1
75236,MURDER,207,2
75236,MOTOR VEHICLE ACCIDENT,207,81
75236,LOST PROPERTY,207,6
75236,LIQUOR,207,1
75236,HOME ACCIDENT,207,9
75236,FRAUD,207,5
75236,WEAPONS,207,2
75236,TRAFFIC FATALITY,207,4
75236,THEFT,207,341
75236,SUDDEN DEATH,207,15
75236,ROBBERY,207,38
75236,OTHER OFFENSES,207,14
75236,ACCIDENTAL INJURY,207,4
75232,LOST PROPERTY,188,27
75232,INTOXICATION MANSLAUGHTER,188,1
75232,HOME ACCIDENT,188,18
75232,FRAUD,188,20
75232,FOUND PROPERTY,188,272
75232,FORGERY & COUNTERFEIT,188,18
75232,FIREARMS ACCIDENT,188,2
75232,EMBEZZLEMENT,188,15
75232,DWI,188,4
75232,DISORDERLY CONDUCT,188,38
75232,CRIMINAL MISCHIEF/VANDALISM,188,340
75232,CHILD (OFFENSES AGAINST),188,1
75232,BURGLARY,188,317
75232,AUTO THEFT - UUMV,188,230
75232,ASSAULT,188,106
75232,ARSON,188,11
75232,ANIMAL BITE,188,8
75232,AGGRAVATED ASSAULT,188,46
75232,ACCIDENTAL INJURY,188,28
75232,WEAPONS,188,2
75232,TRAFFIC FATALITY,188,5
75232,THEFT,188,698
75232,SUDDEN DEATH,188,31
75232,ROBBERY,188,115
75232,OTHER OFFENSES,188,44
75232,OCCUPATIONAL ACCIDENT,188,2
75232,NARCOTICS/DRUGS,188,12
75232,MURDER,188,4
75232,MOTOR VEHICLE ACCIDENT,188,193
75241,LOST PROPERTY,181,58
75241,LIQUOR,181,1
75241,HOME ACCIDENT,181,25
75241,FRAUD,181,27
75241,FOUND PROPERTY,181,484
75241,FORGERY & COUNTERFEIT,181,20
75241,FIREARMS ACCIDENT,181,4
75241,EMBEZZLEMENT,181,22
75241,DWI,181,12
75241,DISORDERLY CONDUCT,181,70
75241,CRIMINAL MISCHIEF/VANDALISM,181,543
75241,CHILD (OFFENSES AGAINST),181,4
75241,BURGLARY,181,476
75241,AUTO THEFT - UUMV,181,296
75241,ASSAULT,181,166
75241,ARSON,181,29
75241,ANIMAL BITE,181,7
75241,AGGRAVATED ASSAULT,181,86
75241,ACCIDENTAL INJURY,181,32
75241,OTHER OFFENSES,181,141
75241,WEAPONS,181,6
75241,TRAFFIC FATALITY,181,6
75241,THEFT,181,862
75241,SUDDEN DEATH,181,60
75241,ROBBERY,181,110
75241,OCCUPATIONAL ACCIDENT,181,2
75241,NARCOTICS/DRUGS,181,15
75241,MURDER,181,8
75241,MOTOR VEHICLE ACCIDENT,181,243
75223,OTHER OFFENSES,178,21
75223,NARCOTICS/DRUGS,178,14
75223,MURDER,178,1
75223,MOTOR VEHICLE ACCIDENT,178,141
75223,LOST PROPERTY,178,16
75223,LIQUOR,178,2
75223,HOME ACCIDENT,178,8
75223,GAMBLING,178,2
75223,FRAUD,178,6
75223,FOUND PROPERTY,178,218
75223,FORGERY & COUNTERFEIT,178,8
75223,FIREARMS ACCIDENT,178,3
75223,EMBEZZLEMENT,178,4
75223,DWI,178,11
75223,DISORDERLY CONDUCT,178,16
75223,CRIMINAL MISCHIEF/VANDALISM,178,144
75223,CHILD (OFFENSES AGAINST),178,1
75223,BURGLARY,178,171
75223,AUTO THEFT - UUMV,178,121
75223,ASSAULT,178,49
75223,ARSON,178,7
75223,ANIMAL BITE,178,12
75223,AGGRAVATED ASSAULT,178,33
75223,ACCIDENTAL INJURY,178,17
75223,WEAPONS,178,1
75223,THEFT,178,330
75223,SUDDEN DEATH,178,17
75223,ROBBERY,178,67
75134,DISORDERLY CONDUCT,159,1
75134,AUTO THEFT - UUMV,159,3
75134,ASSAULT,159,1
75134,AGGRAVATED ASSAULT,159,2
75134,CRIMINAL MISCHIEF/VANDALISM,159,1
75134,TRAFFIC FATALITY,159,1
75134,THEFT,159,4
75134,OTHER OFFENSES,159,2
75134,MURDER,159,1
75134,MOTOR VEHICLE ACCIDENT,159,12
75134,FOUND PROPERTY,159,7
75181,THEFT,151,1
75181,HOME ACCIDENT,151,1
75233,NARCOTICS/DRUGS,105,4
75233,OTHER OFFENSES,105,16
75233,ROBBERY,105,50
75233,SUDDEN DEATH,105,24
75233,THEFT,105,292
75233,TRAFFIC FATALITY,105,1
75233,WEAPONS,105,1
75253,ACCIDENTAL INJURY,105,12
75253,AGGRAVATED ASSAULT,105,15
75253,ANIMAL BITE,105,14
75253,ARSON,105,8
75253,ASSAULT,105,41
75253,AUTO THEFT - UUMV,105,187
75253,BURGLARY,105,254
75253,CRIMINAL MISCHIEF/VANDALISM,105,219
75253,DISORDERLY CONDUCT,105,24
75253,DWI,105,1
75253,EMBEZZLEMENT,105,1
75253,FIREARMS ACCIDENT,105,3
75253,FORGERY & COUNTERFEIT,105,3
75253,FOUND PROPERTY,105,167
75253,FRAUD,105,6
75253,HOME ACCIDENT,105,17
75253,LOST PROPERTY,105,9
75253,MOTOR VEHICLE ACCIDENT,105,65
75253,MURDER,105,2
75253,NARCOTICS/DRUGS,105,3
75253,OCCUPATIONAL ACCIDENT,105,1
75253,OTHER OFFENSES,105,18
75253,ROBBERY,105,15
75253,SUDDEN DEATH,105,22
75253,THEFT,105,335
75233,ACCIDENTAL INJURY,105,6
75233,AGGRAVATED ASSAULT,105,16
75233,ANIMAL BITE,105,4
75233,ARSON,105,6
75233,ASSAULT,105,51
75233,AUTO THEFT - UUMV,105,114
75233,BURGLARY,105,199
75233,CHILD (OFFENSES AGAINST),105,2
75233,CRIMINAL MISCHIEF/VANDALISM,105,210
75233,DISORDERLY CONDUCT,105,19
75233,DWI,105,6
75233,EMBEZZLEMENT,105,3
75233,FIREARMS ACCIDENT,105,1
75233,FORGERY & COUNTERFEIT,105,7
75233,FOUND PROPERTY,105,114
75233,FRAUD,105,6
75233,HOME ACCIDENT,105,7
75233,LIQUOR,105,1
75233,LOST PROPERTY,105,5
75233,MOTOR VEHICLE ACCIDENT,105,105
75141,THEFT,95,1
75210,AUTO THEFT - UUMV,84,86
75210,AGGRAVATED ASSAULT,84,55
75210,ACCIDENTAL INJURY,84,45
75210,MOTOR VEHICLE ACCIDENT,84,101
75210,MURDER,84,2
75210,NARCOTICS/DRUGS,84,19
75210,OTHER OFFENSES,84,48
75210,ROBBERY,84,82
75210,SUDDEN DEATH,84,19
75210,THEFT,84,237
75210,WEAPONS,84,4
75210,ANIMAL BITE,84,13
75210,ARSON,84,9
75210,ASSAULT,84,102
75210,BURGLARY,84,217
75210,CHILD (OFFENSES AGAINST),84,1
75210,CRIMINAL MISCHIEF/VANDALISM,84,172
75210,DISORDERLY CONDUCT,84,26
75210,DWI,84,8
75210,EMBEZZLEMENT,84,7
75210,FIREARMS ACCIDENT,84,5
75210,FORGERY & COUNTERFEIT,84,4
75210,FOUND PROPERTY,84,269
75210,FRAUD,84,7
75210,HOME ACCIDENT,84,22
75210,LIQUOR,84,2
75210,LOST PROPERTY,84,29
75249,NARCOTICS/DRUGS,42,2
75249,MOTOR VEHICLE ACCIDENT,42,48
75249,LOST PROPERTY,42,9
75249,HOME ACCIDENT,42,6
75249,FRAUD,42,1
75249,FOUND PROPERTY,42,76
75249,FORGERY & COUNTERFEIT,42,4
75249,FIREARMS ACCIDENT,42,1
75249,EMBEZZLEMENT,42,5
75249,DISORDERLY CONDUCT,42,22
75249,CRIMINAL MISCHIEF/VANDALISM,42,121
75249,CHILD (OFFENSES AGAINST),42,2
75249,BURGLARY,42,108
75249,AUTO THEFT - UUMV,42,71
75249,ASSAULT,42,20
75249,ARSON,42,2
75249,ANIMAL BITE,42,3
75249,AGGRAVATED ASSAULT,42,7
75249,THEFT,42,226
75249,SUDDEN DEATH,42,8
75249,ROBBERY,42,8
75249,OTHER OFFENSES,42,7
