a.zip_code,a.ucr_offense_description,a.watch,a.est,_c4
75150,AGGRAVATED ASSAULT,3,1265,1
75230,SUDDEN DEATH,1,1254,7
75230,ROBBERY,3,1254,1
75230,ROBBERY,2,1254,6
75230,OTHER OFFENSES,U,1254,1
75230,OTHER OFFENSES,3,1254,1
75230,OTHER OFFENSES,1,1254,1
75230,OCCUPATIONAL ACCIDENT,1,1254,1
75230,NARCOTICS/DRUGS,3,1254,1
75230,MOTOR VEHICLE ACCIDENT,U,1254,1
75230,MOTOR VEHICLE ACCIDENT,3,1254,13
75230,MOTOR VEHICLE ACCIDENT,2,1254,15
75230,MOTOR VEHICLE ACCIDENT,1,1254,7
75230,LOST PROPERTY,U,1254,1
75230,LOST PROPERTY,2,1254,3
75230,LOST PROPERTY,1,1254,1
75230,HOME ACCIDENT,2,1254,1
75230,HOME ACCIDENT,1,1254,1
75230,FRAUD,U,1254,2
75230,FRAUD,2,1254,1
75230,FRAUD,1,1254,1
75230,FOUND PROPERTY,U,1254,3
75230,FOUND PROPERTY,3,1254,5
75230,FOUND PROPERTY,2,1254,16
75230,FOUND PROPERTY,1,1254,5
75230,EMBEZZLEMENT,U,1254,4
75230,EMBEZZLEMENT,3,1254,1
75230,EMBEZZLEMENT,1,1254,1
75230,DWI,3,1254,1
75230,DWI,2,1254,1
75230,DWI,1,1254,2
75230,DISORDERLY CONDUCT,U,1254,1
75230,DISORDERLY CONDUCT,3,1254,1
75230,DISORDERLY CONDUCT,2,1254,1
75230,DISORDERLY CONDUCT,1,1254,1
75230,CRIMINAL MISCHIEF/VANDALISM,U,1254,16
75230,CRIMINAL MISCHIEF/VANDALISM,3,1254,15
75230,CRIMINAL MISCHIEF/VANDALISM,2,1254,15
75230,CRIMINAL MISCHIEF/VANDALISM,1,1254,23
75230,CHILD (OFFENSES AGAINST),3,1254,1
75230,CHILD (OFFENSES AGAINST),2,1254,2
75230,BURGLARY,U,1254,20
75230,BURGLARY,3,1254,2
75230,BURGLARY,2,1254,9
75230,BURGLARY,1,1254,15
75230,AUTO THEFT - UUMV,U,1254,7
75230,AUTO THEFT - UUMV,3,1254,3
75230,AUTO THEFT - UUMV,2,1254,2
75230,AUTO THEFT - UUMV,1,1254,11
75230,ASSAULT,3,1254,8
75230,ASSAULT,2,1254,6
75230,ASSAULT,1,1254,2
75230,AGGRAVATED ASSAULT,3,1254,1
75230,AGGRAVATED ASSAULT,2,1254,1
75230,ACCIDENTAL INJURY,3,1254,1
75230,ACCIDENTAL INJURY,2,1254,2
75230,ACCIDENTAL INJURY,1,1254,1
75230,WEAPONS,2,1254,1
75230,THEFT,U,1254,33
75230,THEFT,3,1254,26
75230,THEFT,2,1254,35
75230,THEFT,1,1254,55
75230,SUDDEN DEATH,U,1254,3
75230,SUDDEN DEATH,3,1254,2
75230,SUDDEN DEATH,2,1254,4
75220,WEAPONS,2,1242,2
75220,TRAFFIC FATALITY,1,1242,2
75220,THEFT,U,1242,88
75220,THEFT,3,1242,159
75220,THEFT,2,1242,114
75220,THEFT,1,1242,255
75220,SUDDEN DEATH,U,1242,6
75220,SUDDEN DEATH,3,1242,4
75220,SUDDEN DEATH,2,1242,4
75220,SUDDEN DEATH,1,1242,6
75220,ROBBERY,U,1242,3
75220,ROBBERY,3,1242,55
75220,ROBBERY,2,1242,22
75220,ROBBERY,1,1242,84
75220,OTHER OFFENSES,3,1242,15
75220,OTHER OFFENSES,2,1242,11
75220,OTHER OFFENSES,1,1242,21
75220,OCCUPATIONAL ACCIDENT,1,1242,2
75220,NARCOTICS/DRUGS,3,1242,5
75220,NARCOTICS/DRUGS,2,1242,2
75220,NARCOTICS/DRUGS,1,1242,3
75220,MURDER,3,1242,1
75220,MURDER,2,1242,2
75220,MURDER,1,1242,1
75220,MOTOR VEHICLE ACCIDENT,U,1242,4
75220,MOTOR VEHICLE ACCIDENT,3,1242,116
75220,MOTOR VEHICLE ACCIDENT,2,1242,60
75220,MOTOR VEHICLE ACCIDENT,1,1242,125
75220,LOST PROPERTY,U,1242,4
75220,LOST PROPERTY,3,1242,12
75220,LOST PROPERTY,2,1242,4
75220,LOST PROPERTY,1,1242,9
75220,INTOXICATION MANSLAUGHTER,1,1242,1
75220,HOME ACCIDENT,3,1242,5
75220,HOME ACCIDENT,2,1242,3
75220,HOME ACCIDENT,1,1242,8
75220,FRAUD,U,1242,9
75220,FRAUD,3,1242,4
75220,FRAUD,2,1242,6
75220,FRAUD,1,1242,7
75220,FOUND PROPERTY,U,1242,4
75220,FOUND PROPERTY,3,1242,63
75220,FOUND PROPERTY,2,1242,87
75220,FOUND PROPERTY,1,1242,73
75220,FORGERY & COUNTERFEIT,3,1242,2
75220,FORGERY & COUNTERFEIT,2,1242,3
75220,FORGERY & COUNTERFEIT,1,1242,6
75220,FIREARMS ACCIDENT,3,1242,1
75220,FIREARMS ACCIDENT,2,1242,1
75220,FIREARMS ACCIDENT,1,1242,1
75220,EMBEZZLEMENT,U,1242,8
75220,EMBEZZLEMENT,3,1242,3
75220,EMBEZZLEMENT,2,1242,3
75220,EMBEZZLEMENT,1,1242,1
75220,DWI,3,1242,10
75220,DWI,1,1242,24
75220,DISORDERLY CONDUCT,U,1242,5
75220,DISORDERLY CONDUCT,3,1242,15
75220,DISORDERLY CONDUCT,2,1242,3
75220,DISORDERLY CONDUCT,1,1242,5
75220,CRIMINAL MISCHIEF/VANDALISM,U,1242,61
75220,CRIMINAL MISCHIEF/VANDALISM,3,1242,94
75220,CRIMINAL MISCHIEF/VANDALISM,2,1242,64
75220,CRIMINAL MISCHIEF/VANDALISM,1,1242,179
75220,CHILD (OFFENSES AGAINST),3,1242,1
75220,CHILD (OFFENSES AGAINST),2,1242,1
75220,CHILD (OFFENSES AGAINST),1,1242,1
75220,BURGLARY,U,1242,62
75220,BURGLARY,3,1242,27
75220,BURGLARY,2,1242,27
75220,BURGLARY,1,1242,66
75220,AUTO THEFT - UUMV,U,1242,44
75220,AUTO THEFT - UUMV,3,1242,70
75220,AUTO THEFT - UUMV,2,1242,56
75220,AUTO THEFT - UUMV,1,1242,123
75220,ASSAULT,U,1242,1
75220,ASSAULT,3,1242,30
75220,ASSAULT,2,1242,15
75220,ASSAULT,1,1242,49
75220,ARSON,3,1242,1
75220,ARSON,1,1242,3
75220,ANIMAL BITE,2,1242,3
75220,AGGRAVATED ASSAULT,3,1242,25
75220,AGGRAVATED ASSAULT,2,1242,3
75220,AGGRAVATED ASSAULT,1,1242,27
75220,ACCIDENTAL INJURY,3,1242,18
75220,ACCIDENTAL INJURY,2,1242,10
75220,ACCIDENTAL INJURY,1,1242,40
75220,WEAPONS,3,1242,1
75204,TRAFFIC FATALITY,2,1221,1
75204,THEFT,3,1221,120
75204,THEFT,2,1221,107
75204,THEFT,1,1221,296
75204,SUDDEN DEATH,3,1221,3
75204,SUDDEN DEATH,2,1221,3
75204,SUDDEN DEATH,1,1221,3
75204,ROBBERY,U,1221,1
75204,ROBBERY,3,1221,18
75204,ROBBERY,2,1221,8
75204,ROBBERY,1,1221,29
75204,OTHER OFFENSES,U,1221,1
75204,OTHER OFFENSES,3,1221,11
75204,OTHER OFFENSES,2,1221,6
75204,OTHER OFFENSES,1,1221,19
75204,NARCOTICS/DRUGS,3,1221,2
75204,NARCOTICS/DRUGS,2,1221,1
75204,NARCOTICS/DRUGS,1,1221,3
75204,MOTOR VEHICLE ACCIDENT,U,1221,9
75204,MOTOR VEHICLE ACCIDENT,3,1221,77
75204,MOTOR VEHICLE ACCIDENT,2,1221,37
75204,MOTOR VEHICLE ACCIDENT,1,1221,77
75204,LOST PROPERTY,U,1221,3
75204,LOST PROPERTY,3,1221,12
75204,LOST PROPERTY,2,1221,7
75204,LOST PROPERTY,1,1221,12
75204,LIQUOR,3,1221,2
75204,LIQUOR,2,1221,1
75204,INTOXICATION MANSLAUGHTER,1,1221,1
75204,HOME ACCIDENT,3,1221,5
75204,HOME ACCIDENT,2,1221,1
75204,HOME ACCIDENT,1,1221,7
75204,ACCIDENTAL INJURY,1,1221,16
75204,ACCIDENTAL INJURY,2,1221,2
75204,ACCIDENTAL INJURY,3,1221,11
75204,ACCIDENTAL INJURY,U,1221,1
75204,AGGRAVATED ASSAULT,1,1221,13
75204,AGGRAVATED ASSAULT,2,1221,2
75204,AGGRAVATED ASSAULT,3,1221,8
75204,ARSON,1,1221,3
75204,ARSON,2,1221,1
75204,ASSAULT,1,1221,56
75204,ASSAULT,2,1221,13
75204,ASSAULT,3,1221,36
75204,ASSAULT,U,1221,2
75204,AUTO THEFT - UUMV,1,1221,61
75204,AUTO THEFT - UUMV,2,1221,17
75204,AUTO THEFT - UUMV,3,1221,20
75204,AUTO THEFT - UUMV,U,1221,31
75204,BURGLARY,1,1221,45
75204,BURGLARY,2,1221,32
75204,BURGLARY,3,1221,26
75204,BURGLARY,U,1221,53
75204,CHILD (OFFENSES AGAINST),3,1221,1
75204,CRIMINAL MISCHIEF/VANDALISM,1,1221,82
75204,CRIMINAL MISCHIEF/VANDALISM,2,1221,46
75204,CRIMINAL MISCHIEF/VANDALISM,3,1221,58
75204,CRIMINAL MISCHIEF/VANDALISM,U,1221,31
75204,DISORDERLY CONDUCT,1,1221,1
75204,DISORDERLY CONDUCT,2,1221,1
75204,DISORDERLY CONDUCT,3,1221,4
75204,DISORDERLY CONDUCT,U,1221,4
75204,DWI,1,1221,15
75204,DWI,2,1221,3
75204,DWI,3,1221,6
75204,EMBEZZLEMENT,1,1221,1
75204,EMBEZZLEMENT,2,1221,1
75204,EMBEZZLEMENT,3,1221,3
75204,EMBEZZLEMENT,U,1221,3
75204,FIREARMS ACCIDENT,1,1221,1
75204,FORGERY & COUNTERFEIT,2,1221,1
75204,FORGERY & COUNTERFEIT,U,1221,1
75204,FOUND PROPERTY,1,1221,40
75204,FOUND PROPERTY,2,1221,26
75204,FOUND PROPERTY,3,1221,24
75204,FOUND PROPERTY,U,1221,6
75204,FRAUD,1,1221,5
75204,FRAUD,2,1221,1
75204,FRAUD,3,1221,2
75204,FRAUD,U,1221,7
75204,THEFT,U,1221,138
75204,WEAPONS,1,1221,1
75204,TRAFFIC FATALITY,3,1221,2
75019,CRIMINAL MISCHIEF/VANDALISM,1,1195,1
75019,CHILD (OFFENSES AGAINST),2,1195,1
75019,BURGLARY,U,1195,5
75019,BURGLARY,2,1195,2
75019,ACCIDENTAL INJURY,3,1195,1
75019,THEFT,3,1195,1
75019,THEFT,2,1195,1
75019,CRIMINAL MISCHIEF/VANDALISM,2,1195,1
75247,SUDDEN DEATH,U,1152,1
75247,THEFT,1,1152,100
75247,THEFT,2,1152,36
75247,THEFT,3,1152,48
75247,THEFT,U,1152,40
75247,ACCIDENTAL INJURY,1,1152,13
75247,ACCIDENTAL INJURY,2,1152,1
75247,ACCIDENTAL INJURY,3,1152,3
75247,AGGRAVATED ASSAULT,1,1152,15
75247,AGGRAVATED ASSAULT,2,1152,2
75247,AGGRAVATED ASSAULT,3,1152,1
75247,ANIMAL BITE,1,1152,1
75247,ASSAULT,1,1152,18
75247,ASSAULT,2,1152,5
75247,ASSAULT,3,1152,8
75247,AUTO THEFT - UUMV,1,1152,36
75247,AUTO THEFT - UUMV,2,1152,12
75247,AUTO THEFT - UUMV,3,1152,17
75247,AUTO THEFT - UUMV,U,1152,16
75247,BURGLARY,1,1152,15
75247,BURGLARY,2,1152,11
75247,BURGLARY,3,1152,12
75247,BURGLARY,U,1152,21
75247,CRIMINAL MISCHIEF/VANDALISM,1,1152,41
75247,CRIMINAL MISCHIEF/VANDALISM,2,1152,13
75247,CRIMINAL MISCHIEF/VANDALISM,3,1152,13
75247,CRIMINAL MISCHIEF/VANDALISM,U,1152,9
75247,DISORDERLY CONDUCT,1,1152,1
75247,DISORDERLY CONDUCT,2,1152,1
75247,DISORDERLY CONDUCT,3,1152,3
75247,DISORDERLY CONDUCT,U,1152,1
75247,EMBEZZLEMENT,1,1152,1
75247,EMBEZZLEMENT,3,1152,1
75247,EMBEZZLEMENT,U,1152,4
75247,FIREARMS ACCIDENT,3,1152,1
75247,FORGERY & COUNTERFEIT,1,1152,2
75247,FORGERY & COUNTERFEIT,2,1152,2
75247,FORGERY & COUNTERFEIT,3,1152,4
75247,FOUND PROPERTY,1,1152,21
75247,FOUND PROPERTY,2,1152,19
75247,FOUND PROPERTY,3,1152,10
75247,FRAUD,1,1152,1
75247,FRAUD,2,1152,2
75247,FRAUD,3,1152,2
75247,FRAUD,U,1152,2
75247,HOME ACCIDENT,1,1152,2
75247,HOME ACCIDENT,2,1152,2
75247,LOST PROPERTY,1,1152,4
75247,LOST PROPERTY,2,1152,3
75247,LOST PROPERTY,3,1152,3
75247,MOTOR VEHICLE ACCIDENT,1,1152,27
75247,MOTOR VEHICLE ACCIDENT,2,1152,9
75247,MOTOR VEHICLE ACCIDENT,3,1152,8
75247,MOTOR VEHICLE ACCIDENT,U,1152,1
75247,NARCOTICS/DRUGS,3,1152,1
75247,OCCUPATIONAL ACCIDENT,2,1152,1
75247,OTHER OFFENSES,1,1152,7
75247,OTHER OFFENSES,2,1152,2
75247,OTHER OFFENSES,3,1152,1
75247,ROBBERY,1,1152,23
75247,TRAFFIC FATALITY,1,1152,2
75247,ROBBERY,2,1152,4
75247,ROBBERY,3,1152,12
75247,SUDDEN DEATH,1,1152,1
75247,SUDDEN DEATH,3,1152,1
75244,MOTOR VEHICLE ACCIDENT,1,1134,15
75244,MOTOR VEHICLE ACCIDENT,2,1134,15
75244,MOTOR VEHICLE ACCIDENT,3,1134,22
75244,MOTOR VEHICLE ACCIDENT,U,1134,1
75244,NARCOTICS/DRUGS,3,1134,1
75244,OTHER OFFENSES,1,1134,1
75244,ROBBERY,1,1134,2
75244,ROBBERY,2,1134,2
75244,ROBBERY,3,1134,3
75244,SUDDEN DEATH,1,1134,2
75244,SUDDEN DEATH,3,1134,4
75244,SUDDEN DEATH,U,1134,1
75244,THEFT,1,1134,34
75244,THEFT,2,1134,13
75244,THEFT,3,1134,17
75244,THEFT,U,1134,15
75244,ASSAULT,1,1134,2
75244,ACCIDENTAL INJURY,2,1134,1
75244,ACCIDENTAL INJURY,1,1134,2
75244,AUTO THEFT - UUMV,U,1134,2
75244,AUTO THEFT - UUMV,3,1134,4
75244,AUTO THEFT - UUMV,2,1134,5
75244,AUTO THEFT - UUMV,1,1134,2
75244,ASSAULT,3,1134,1
75244,BURGLARY,1,1134,8
75244,BURGLARY,2,1134,3
75244,BURGLARY,3,1134,1
75244,BURGLARY,U,1134,10
75244,CRIMINAL MISCHIEF/VANDALISM,1,1134,13
75244,CRIMINAL MISCHIEF/VANDALISM,2,1134,6
75244,CRIMINAL MISCHIEF/VANDALISM,3,1134,2
75244,CRIMINAL MISCHIEF/VANDALISM,U,1134,3
75244,DWI,1,1134,1
75244,EMBEZZLEMENT,1,1134,1
75244,FIREARMS ACCIDENT,U,1134,1
75244,FOUND PROPERTY,1,1134,15
75244,FOUND PROPERTY,2,1134,16
75244,FOUND PROPERTY,3,1134,8
75244,FOUND PROPERTY,U,1134,1
75244,FRAUD,3,1134,2
75244,HOME ACCIDENT,2,1134,1
75244,LOST PROPERTY,3,1134,1
75205,MOTOR VEHICLE ACCIDENT,1,1116,2
75205,LOST PROPERTY,3,1116,1
75205,HOME ACCIDENT,1,1116,1
75205,FRAUD,U,1116,1
75205,FRAUD,2,1116,1
75205,FOUND PROPERTY,U,1116,2
75205,FOUND PROPERTY,3,1116,3
75205,FOUND PROPERTY,2,1116,2
75205,FOUND PROPERTY,1,1116,2
75205,DWI,3,1116,1
75205,DWI,1,1116,1
75205,DISORDERLY CONDUCT,U,1116,2
75205,DISORDERLY CONDUCT,2,1116,1
75205,DISORDERLY CONDUCT,1,1116,1
75205,CRIMINAL MISCHIEF/VANDALISM,U,1116,6
75205,CRIMINAL MISCHIEF/VANDALISM,3,1116,3
75205,CRIMINAL MISCHIEF/VANDALISM,2,1116,4
75205,CRIMINAL MISCHIEF/VANDALISM,1,1116,6
75205,CHILD (OFFENSES AGAINST),3,1116,1
75205,BURGLARY,U,1116,3
75205,BURGLARY,3,1116,1
75205,BURGLARY,2,1116,3
75205,BURGLARY,1,1116,10
75205,AUTO THEFT - UUMV,U,1116,1
75205,AUTO THEFT - UUMV,3,1116,2
75205,AUTO THEFT - UUMV,2,1116,1
75205,ASSAULT,3,1116,2
75205,ASSAULT,2,1116,1
75205,ASSAULT,1,1116,2
75205,ACCIDENTAL INJURY,U,1116,1
75205,ACCIDENTAL INJURY,3,1116,2
75205,ACCIDENTAL INJURY,2,1116,1
75205,THEFT,U,1116,13
75205,THEFT,3,1116,16
75205,THEFT,2,1116,11
75205,THEFT,1,1116,15
75205,ROBBERY,1,1116,2
75205,OTHER OFFENSES,2,1116,1
75205,OTHER OFFENSES,1,1116,1
75205,MOTOR VEHICLE ACCIDENT,3,1116,2
75205,MOTOR VEHICLE ACCIDENT,2,1116,2
75207,LOST PROPERTY,1,1104,2
75207,HOME ACCIDENT,1,1104,2
75207,FRAUD,U,1104,1
75207,FRAUD,3,1104,1
75207,FRAUD,2,1104,2
75207,FRAUD,1,1104,3
75207,FOUND PROPERTY,U,1104,3
75207,FOUND PROPERTY,3,1104,17
75207,FOUND PROPERTY,2,1104,13
75207,FOUND PROPERTY,1,1104,19
75207,FORGERY & COUNTERFEIT,U,1104,1
75207,FORGERY & COUNTERFEIT,3,1104,2
75207,FORGERY & COUNTERFEIT,2,1104,1
75207,EMBEZZLEMENT,U,1104,2
75207,EMBEZZLEMENT,3,1104,2
75207,EMBEZZLEMENT,2,1104,1
75207,EMBEZZLEMENT,1,1104,3
75207,DWI,3,1104,2
75207,DWI,1,1104,6
75207,DISORDERLY CONDUCT,3,1104,2
75207,CRIMINAL MISCHIEF/VANDALISM,U,1104,13
75207,CRIMINAL MISCHIEF/VANDALISM,3,1104,14
75207,CRIMINAL MISCHIEF/VANDALISM,2,1104,14
75207,CRIMINAL MISCHIEF/VANDALISM,1,1104,25
75207,BURGLARY,U,1104,8
75207,BURGLARY,3,1104,8
75207,BURGLARY,2,1104,7
75207,BURGLARY,1,1104,14
75207,AUTO THEFT - UUMV,U,1104,5
75207,THEFT,U,1104,37
75207,THEFT,3,1104,44
75207,THEFT,2,1104,76
75207,THEFT,1,1104,73
75207,SUDDEN DEATH,3,1104,1
75207,SUDDEN DEATH,1,1104,1
75207,ROBBERY,3,1104,1
75207,ROBBERY,2,1104,1
75207,ROBBERY,1,1104,8
75207,OTHER OFFENSES,3,1104,3
75207,AUTO THEFT - UUMV,3,1104,13
75207,AUTO THEFT - UUMV,2,1104,10
75207,AUTO THEFT - UUMV,1,1104,24
75207,ASSAULT,U,1104,1
75207,ASSAULT,3,1104,5
75207,ASSAULT,2,1104,5
75207,ASSAULT,1,1104,6
75207,ARSON,3,1104,1
75207,ANIMAL BITE,2,1104,1
75207,AGGRAVATED ASSAULT,3,1104,2
75207,AGGRAVATED ASSAULT,1,1104,2
75207,ACCIDENTAL INJURY,3,1104,4
75207,ACCIDENTAL INJURY,2,1104,2
75207,ACCIDENTAL INJURY,1,1104,12
75207,OTHER OFFENSES,2,1104,2
75207,OTHER OFFENSES,1,1104,2
75207,NARCOTICS/DRUGS,3,1104,1
75207,MOTOR VEHICLE ACCIDENT,3,1104,28
75207,MOTOR VEHICLE ACCIDENT,2,1104,14
75207,MOTOR VEHICLE ACCIDENT,1,1104,22
75207,LOST PROPERTY,U,1104,2
75207,LOST PROPERTY,3,1104,2
75207,LOST PROPERTY,2,1104,5
75248,DISORDERLY CONDUCT,2,1098,3
75248,CRIMINAL MISCHIEF/VANDALISM,3,1098,16
75248,CRIMINAL MISCHIEF/VANDALISM,2,1098,12
75248,CRIMINAL MISCHIEF/VANDALISM,1,1098,39
75248,CHILD (OFFENSES AGAINST),2,1098,1
75248,CHILD (OFFENSES AGAINST),1,1098,2
75248,BURGLARY,U,1098,13
75248,BURGLARY,3,1098,6
75248,BURGLARY,2,1098,8
75248,BURGLARY,1,1098,19
75248,AUTO THEFT - UUMV,U,1098,6
75248,AUTO THEFT - UUMV,3,1098,6
75248,AUTO THEFT - UUMV,2,1098,4
75248,AUTO THEFT - UUMV,1,1098,7
75248,ASSAULT,3,1098,6
75248,ASSAULT,2,1098,6
75248,ANIMAL BITE,3,1098,1
75248,ACCIDENTAL INJURY,2,1098,2
75248,ACCIDENTAL INJURY,1,1098,1
75248,CRIMINAL MISCHIEF/VANDALISM,U,1098,6
75248,TRAFFIC FATALITY,U,1098,1
75248,TRAFFIC FATALITY,3,1098,1
75248,THEFT,U,1098,52
75248,THEFT,3,1098,37
75248,THEFT,2,1098,38
75248,THEFT,1,1098,83
75248,SUDDEN DEATH,U,1098,7
75248,SUDDEN DEATH,3,1098,2
75248,SUDDEN DEATH,2,1098,4
75248,SUDDEN DEATH,1,1098,5
75248,ROBBERY,2,1098,3
75248,ROBBERY,1,1098,2
75248,OTHER OFFENSES,3,1098,1
75248,OTHER OFFENSES,2,1098,1
75248,OTHER OFFENSES,1,1098,2
75248,MOTOR VEHICLE ACCIDENT,U,1098,2
75248,MOTOR VEHICLE ACCIDENT,3,1098,11
75248,MOTOR VEHICLE ACCIDENT,2,1098,20
75248,MOTOR VEHICLE ACCIDENT,1,1098,9
75248,LOST PROPERTY,U,1098,7
75248,LOST PROPERTY,3,1098,3
75248,LOST PROPERTY,2,1098,1
75248,LOST PROPERTY,1,1098,4
75248,HOME ACCIDENT,3,1098,4
75248,HOME ACCIDENT,2,1098,1
75248,HOME ACCIDENT,1,1098,1
75248,FRAUD,U,1098,1
75248,FRAUD,2,1098,3
75248,FRAUD,1,1098,1
75248,FOUND PROPERTY,U,1098,4
75248,FOUND PROPERTY,3,1098,6
75248,FOUND PROPERTY,2,1098,9
75248,FOUND PROPERTY,1,1098,10
75248,FORGERY & COUNTERFEIT,3,1098,1
75248,FORGERY & COUNTERFEIT,2,1098,2
75248,FIREARMS ACCIDENT,2,1098,1
75248,EMBEZZLEMENT,U,1098,1
75248,EMBEZZLEMENT,2,1098,2
75248,DWI,1,1098,3
75248,DISORDERLY CONDUCT,U,1098,3
75248,DISORDERLY CONDUCT,3,1098,2
75007,MOTOR VEHICLE ACCIDENT,3,1042,1
75007,CRIMINAL MISCHIEF/VANDALISM,2,1042,1
75254,BURGLARY,1,1029,28
75254,AUTO THEFT - UUMV,U,1029,9
75254,AUTO THEFT - UUMV,3,1029,10
75254,AUTO THEFT - UUMV,2,1029,3
75254,AUTO THEFT - UUMV,1,1029,23
75254,ASSAULT,3,1029,9
75254,ASSAULT,2,1029,4
75254,ASSAULT,1,1029,6
75254,SUDDEN DEATH,U,1029,1
75254,THEFT,1,1029,77
75254,THEFT,2,1029,26
75254,THEFT,3,1029,31
75254,THEFT,U,1029,34
75254,AGGRAVATED ASSAULT,3,1029,2
75254,AGGRAVATED ASSAULT,2,1029,1
75254,AGGRAVATED ASSAULT,1,1029,3
75254,ACCIDENTAL INJURY,3,1029,2
75254,ACCIDENTAL INJURY,2,1029,1
75254,ACCIDENTAL INJURY,1,1029,1
75254,MOTOR VEHICLE ACCIDENT,3,1029,24
75254,MOTOR VEHICLE ACCIDENT,2,1029,8
75254,MOTOR VEHICLE ACCIDENT,1,1029,10
75254,LOST PROPERTY,U,1029,2
75254,LOST PROPERTY,3,1029,3
75254,LOST PROPERTY,2,1029,2
75254,LOST PROPERTY,1,1029,2
75254,INTOXICATION MANSLAUGHTER,1,1029,1
75254,HOME ACCIDENT,3,1029,1
75254,HOME ACCIDENT,2,1029,1
75254,HOME ACCIDENT,1,1029,4
75254,FRAUD,U,1029,2
75254,FRAUD,2,1029,3
75254,FRAUD,1,1029,1
75254,FOUND PROPERTY,U,1029,2
75254,FOUND PROPERTY,3,1029,6
75254,FOUND PROPERTY,2,1029,12
75254,FOUND PROPERTY,1,1029,5
75254,FORGERY & COUNTERFEIT,3,1029,1
75254,FORGERY & COUNTERFEIT,2,1029,1
75254,FORGERY & COUNTERFEIT,1,1029,1
75254,FIREARMS ACCIDENT,1,1029,1
75254,EMBEZZLEMENT,U,1029,2
75254,EMBEZZLEMENT,1,1029,1
75254,DWI,3,1029,1
75254,DWI,1,1029,5
75254,DISORDERLY CONDUCT,U,1029,2
75254,DISORDERLY CONDUCT,3,1029,1
75254,DISORDERLY CONDUCT,2,1029,5
75254,CRIMINAL MISCHIEF/VANDALISM,U,1029,17
75254,CRIMINAL MISCHIEF/VANDALISM,3,1029,26
75254,CRIMINAL MISCHIEF/VANDALISM,2,1029,21
75254,MOTOR VEHICLE ACCIDENT,U,1029,1
75254,NARCOTICS/DRUGS,1,1029,1
75254,NARCOTICS/DRUGS,3,1029,2
75254,OTHER OFFENSES,1,1029,1
75254,OTHER OFFENSES,2,1029,2
75254,OTHER OFFENSES,3,1029,4
75254,ROBBERY,1,1029,4
75254,ROBBERY,2,1029,2
75254,ROBBERY,3,1029,8
75254,SUDDEN DEATH,1,1029,5
75254,SUDDEN DEATH,2,1029,6
75254,SUDDEN DEATH,3,1029,1
75254,CRIMINAL MISCHIEF/VANDALISM,1,1029,59
75254,CHILD (OFFENSES AGAINST),2,1029,1
75254,BURGLARY,U,1029,13
75254,BURGLARY,3,1029,14
75254,BURGLARY,2,1029,15
75040,BURGLARY,2,937,1
75238,THEFT,3,859,70
75238,THEFT,U,859,56
75238,TRAFFIC FATALITY,1,859,2
75238,DISORDERLY CONDUCT,U,859,2
75238,DWI,1,859,6
75238,DWI,3,859,6
75238,EMBEZZLEMENT,1,859,2
75238,EMBEZZLEMENT,U,859,1
75238,FORGERY & COUNTERFEIT,1,859,1
75238,FORGERY & COUNTERFEIT,2,859,3
75238,FORGERY & COUNTERFEIT,3,859,4
75238,FORGERY & COUNTERFEIT,U,859,2
75238,FOUND PROPERTY,1,859,36
75238,FOUND PROPERTY,2,859,29
75238,FOUND PROPERTY,3,859,29
75238,FOUND PROPERTY,U,859,3
75052,AUTO THEFT - UUMV,1,859,1
75052,MOTOR VEHICLE ACCIDENT,1,859,1
75052,OTHER OFFENSES,3,859,1
75238,ACCIDENTAL INJURY,1,859,6
75238,ACCIDENTAL INJURY,2,859,1
75238,ACCIDENTAL INJURY,3,859,1
75238,ACCIDENTAL INJURY,U,859,1
75238,AGGRAVATED ASSAULT,1,859,6
75238,AGGRAVATED ASSAULT,2,859,2
75238,AGGRAVATED ASSAULT,3,859,9
75238,ARSON,3,859,1
75238,ASSAULT,1,859,8
75238,ASSAULT,2,859,5
75238,ASSAULT,3,859,10
75238,AUTO THEFT - UUMV,1,859,42
75238,AUTO THEFT - UUMV,2,859,12
75238,AUTO THEFT - UUMV,3,859,19
75238,AUTO THEFT - UUMV,U,859,15
75238,BURGLARY,1,859,28
75238,BURGLARY,2,859,32
75238,BURGLARY,3,859,15
75238,BURGLARY,U,859,29
75238,CRIMINAL MISCHIEF/VANDALISM,1,859,59
75238,CRIMINAL MISCHIEF/VANDALISM,2,859,35
75238,CRIMINAL MISCHIEF/VANDALISM,3,859,50
75238,CRIMINAL MISCHIEF/VANDALISM,U,859,22
75238,DISORDERLY CONDUCT,1,859,3
75238,DISORDERLY CONDUCT,2,859,3
75238,DISORDERLY CONDUCT,3,859,4
75238,FRAUD,1,859,1
75238,FRAUD,2,859,2
75238,FRAUD,3,859,1
75238,FRAUD,U,859,3
75238,HOME ACCIDENT,1,859,3
75238,HOME ACCIDENT,3,859,5
75238,LOST PROPERTY,1,859,1
75238,LOST PROPERTY,2,859,4
75238,LOST PROPERTY,3,859,5
75238,LOST PROPERTY,U,859,3
75238,MOTOR VEHICLE ACCIDENT,1,859,42
75238,MOTOR VEHICLE ACCIDENT,2,859,12
75238,MOTOR VEHICLE ACCIDENT,3,859,30
75238,MOTOR VEHICLE ACCIDENT,U,859,1
75238,MURDER,1,859,1
