a.zip_code,a.ucr_offense_description,a.watch,a.est,_c4
75234,FOUND PROPERTY,1,1484,21
75234,FOUND PROPERTY,2,1484,38
75234,FOUND PROPERTY,3,1484,11
75234,FOUND PROPERTY,U,1484,6
75234,FRAUD,1,1484,3
75234,FRAUD,2,1484,1
75234,FRAUD,3,1484,1
75234,FRAUD,U,1484,1
75234,HOME ACCIDENT,1,1484,2
75234,LOST PROPERTY,2,1484,3
75234,LOST PROPERTY,3,1484,1
75234,LOST PROPERTY,U,1484,2
75234,MOTOR VEHICLE ACCIDENT,1,1484,19
75234,MOTOR VEHICLE ACCIDENT,2,1484,30
75234,MOTOR VEHICLE ACCIDENT,3,1484,38
75234,MOTOR VEHICLE ACCIDENT,U,1484,1
75234,NARCOTICS/DRUGS,1,1484,1
75234,NARCOTICS/DRUGS,3,1484,1
75234,OTHER OFFENSES,1,1484,2
75234,OTHER OFFENSES,2,1484,3
75234,OTHER OFFENSES,3,1484,2
75234,ROBBERY,1,1484,5
75234,ROBBERY,2,1484,3
75234,ROBBERY,3,1484,4
75234,SUDDEN DEATH,1,1484,3
75234,SUDDEN DEATH,2,1484,1
75234,SUDDEN DEATH,3,1484,2
75234,SUDDEN DEATH,U,1484,1
75234,THEFT,1,1484,23
75234,THEFT,2,1484,41
75234,THEFT,3,1484,43
75234,THEFT,U,1484,10
75234,TRAFFIC FATALITY,1,1484,1
75234,BURGLARY,U,1484,15
75234,BURGLARY,3,1484,4
75234,BURGLARY,2,1484,26
75234,BURGLARY,1,1484,14
75062,AUTO THEFT - UUMV,3,1382,1
75062,CRIMINAL MISCHIEF/VANDALISM,1,1382,1
75062,THEFT,1,1382,1
75062,THEFT,3,1382,2
75219,ARSON,2,1361,1
75219,ANIMAL BITE,3,1361,1
75219,ANIMAL BITE,2,1361,1
75219,AGGRAVATED ASSAULT,3,1361,7
75219,AGGRAVATED ASSAULT,2,1361,1
75219,AGGRAVATED ASSAULT,1,1361,4
75219,ACCIDENTAL INJURY,3,1361,12
75219,ACCIDENTAL INJURY,2,1361,8
75219,ACCIDENTAL INJURY,1,1361,14
75219,ARSON,1,1361,3
75219,TRAFFIC FATALITY,3,1361,1
75219,THEFT,U,1361,141
75219,THEFT,3,1361,167
75219,THEFT,2,1361,185
75219,THEFT,1,1361,303
75219,SUDDEN DEATH,U,1361,8
75219,SUDDEN DEATH,3,1361,7
75219,SUDDEN DEATH,2,1361,11
75219,SUDDEN DEATH,1,1361,10
75219,ROBBERY,U,1361,2
75219,ROBBERY,3,1361,23
75219,ROBBERY,2,1361,19
75219,ROBBERY,1,1361,25
75219,OTHER OFFENSES,U,1361,1
75219,OTHER OFFENSES,3,1361,16
75219,OTHER OFFENSES,2,1361,13
75219,OTHER OFFENSES,1,1361,5
75219,OCCUPATIONAL ACCIDENT,2,1361,1
75219,NARCOTICS/DRUGS,3,1361,4
75219,NARCOTICS/DRUGS,1,1361,2
75219,MURDER,1,1361,1
75219,MOTOR VEHICLE ACCIDENT,U,1361,5
75219,MOTOR VEHICLE ACCIDENT,3,1361,90
75219,MOTOR VEHICLE ACCIDENT,2,1361,59
75219,MOTOR VEHICLE ACCIDENT,1,1361,56
75219,LOST PROPERTY,U,1361,3
75219,LOST PROPERTY,3,1361,8
75219,LOST PROPERTY,2,1361,6
75219,LOST PROPERTY,1,1361,6
75219,LIQUOR,2,1361,1
75219,HOME ACCIDENT,3,1361,5
75219,HOME ACCIDENT,2,1361,3
75219,HOME ACCIDENT,1,1361,5
75219,FRAUD,U,1361,8
75219,FRAUD,3,1361,4
75219,FRAUD,2,1361,3
75219,FRAUD,1,1361,1
75219,FOUND PROPERTY,U,1361,44
75219,FOUND PROPERTY,3,1361,38
75219,FOUND PROPERTY,2,1361,56
75219,FOUND PROPERTY,1,1361,34
75219,FORGERY & COUNTERFEIT,U,1361,3
75219,FORGERY & COUNTERFEIT,3,1361,6
75219,FORGERY & COUNTERFEIT,2,1361,13
75219,FORGERY & COUNTERFEIT,1,1361,2
75219,FIREARMS ACCIDENT,3,1361,1
75219,FIREARMS ACCIDENT,1,1361,2
75219,EMBEZZLEMENT,U,1361,6
75219,EMBEZZLEMENT,3,1361,2
75219,EMBEZZLEMENT,1,1361,1
75219,DWI,3,1361,5
75219,DWI,1,1361,14
75219,DISORDERLY CONDUCT,U,1361,10
75219,DISORDERLY CONDUCT,3,1361,4
75219,DISORDERLY CONDUCT,2,1361,8
75219,DISORDERLY CONDUCT,1,1361,2
75219,CRIMINAL MISCHIEF/VANDALISM,U,1361,45
75219,CRIMINAL MISCHIEF/VANDALISM,3,1361,68
75219,CRIMINAL MISCHIEF/VANDALISM,2,1361,66
75219,CRIMINAL MISCHIEF/VANDALISM,1,1361,116
75219,CHILD (OFFENSES AGAINST),3,1361,4
75219,CHILD (OFFENSES AGAINST),1,1361,1
75219,BURGLARY,U,1361,49
75219,BURGLARY,3,1361,14
75219,BURGLARY,2,1361,77
75219,BURGLARY,1,1361,73
75219,AUTO THEFT - UUMV,U,1361,22
75219,AUTO THEFT - UUMV,3,1361,31
75219,AUTO THEFT - UUMV,2,1361,20
75219,AUTO THEFT - UUMV,1,1361,79
75219,ASSAULT,U,1361,1
75219,ASSAULT,3,1361,39
75219,ASSAULT,2,1361,29
75219,ASSAULT,1,1361,24
75150,FOUND PROPERTY,2,1265,3
75150,LIQUOR,3,1265,1
75150,NARCOTICS/DRUGS,3,1265,1
75150,ROBBERY,3,1265,1
75150,THEFT,2,1265,1
75150,ASSAULT,3,1265,1
75150,CRIMINAL MISCHIEF/VANDALISM,1,1265,1
75150,DISORDERLY CONDUCT,3,1265,1
75150,FOUND PROPERTY,1,1265,1
75230,ANIMAL BITE,U,1254,1
75230,AGGRAVATED ASSAULT,3,1254,3
75230,AGGRAVATED ASSAULT,1,1254,2
75230,ACCIDENTAL INJURY,3,1254,4
75230,ACCIDENTAL INJURY,2,1254,1
75230,TRAFFIC FATALITY,3,1254,1
75230,THEFT,U,1254,88
75230,THEFT,3,1254,64
75230,THEFT,2,1254,168
75230,THEFT,1,1254,181
75230,SUDDEN DEATH,U,1254,9
75230,SUDDEN DEATH,3,1254,4
75230,SUDDEN DEATH,2,1254,10
75230,SUDDEN DEATH,1,1254,13
75230,ROBBERY,3,1254,9
75230,ROBBERY,2,1254,16
75230,ROBBERY,1,1254,6
75230,OTHER OFFENSES,U,1254,1
75230,OTHER OFFENSES,3,1254,5
75230,OTHER OFFENSES,2,1254,7
75230,OTHER OFFENSES,1,1254,1
75230,NARCOTICS/DRUGS,3,1254,2
75230,MURDER,1,1254,1
75230,MOTOR VEHICLE ACCIDENT,U,1254,1
75230,MOTOR VEHICLE ACCIDENT,3,1254,54
75230,MOTOR VEHICLE ACCIDENT,2,1254,66
75230,MOTOR VEHICLE ACCIDENT,1,1254,15
75230,LOST PROPERTY,U,1254,4
75230,LOST PROPERTY,3,1254,1
75230,LOST PROPERTY,2,1254,7
75230,LOST PROPERTY,1,1254,1
75230,HOME ACCIDENT,3,1254,3
75230,HOME ACCIDENT,2,1254,2
75230,HOME ACCIDENT,1,1254,3
75230,FRAUD,U,1254,6
75230,FRAUD,3,1254,1
75230,FRAUD,2,1254,3
75230,FRAUD,1,1254,3
75230,FOUND PROPERTY,U,1254,5
75230,FOUND PROPERTY,3,1254,15
75230,FOUND PROPERTY,2,1254,41
75230,FOUND PROPERTY,1,1254,11
75230,FORGERY & COUNTERFEIT,U,1254,2
75230,FORGERY & COUNTERFEIT,2,1254,6
75230,FORGERY & COUNTERFEIT,1,1254,1
75230,FIREARMS ACCIDENT,3,1254,1
75230,FIREARMS ACCIDENT,2,1254,1
75230,EMBEZZLEMENT,U,1254,2
75230,EMBEZZLEMENT,2,1254,3
75230,EMBEZZLEMENT,1,1254,2
75230,DWI,3,1254,1
75230,DWI,1,1254,2
75230,DISORDERLY CONDUCT,U,1254,7
75230,DISORDERLY CONDUCT,3,1254,6
75230,DISORDERLY CONDUCT,2,1254,4
75230,DISORDERLY CONDUCT,1,1254,3
75230,CRIMINAL MISCHIEF/VANDALISM,U,1254,30
75230,CRIMINAL MISCHIEF/VANDALISM,3,1254,29
75230,CRIMINAL MISCHIEF/VANDALISM,2,1254,46
75230,CRIMINAL MISCHIEF/VANDALISM,1,1254,55
75230,BURGLARY,U,1254,28
75230,BURGLARY,3,1254,22
75230,BURGLARY,2,1254,46
75230,BURGLARY,1,1254,41
75230,AUTO THEFT - UUMV,U,1254,17
75230,AUTO THEFT - UUMV,3,1254,10
75230,AUTO THEFT - UUMV,2,1254,18
75230,AUTO THEFT - UUMV,1,1254,32
75230,ASSAULT,U,1254,2
75230,ASSAULT,3,1254,13
75230,ASSAULT,2,1254,3
75230,ASSAULT,1,1254,1
75220,MOTOR VEHICLE ACCIDENT,1,1242,89
75220,LOST PROPERTY,U,1242,23
75220,LOST PROPERTY,3,1242,16
75220,LOST PROPERTY,2,1242,16
75220,LOST PROPERTY,1,1242,12
75220,ACCIDENTAL INJURY,1,1242,26
75220,ACCIDENTAL INJURY,2,1242,23
75220,ACCIDENTAL INJURY,3,1242,36
75220,AGGRAVATED ASSAULT,1,1242,29
75220,AGGRAVATED ASSAULT,2,1242,8
75220,AGGRAVATED ASSAULT,3,1242,21
75220,ANIMAL BITE,1,1242,2
75220,ANIMAL BITE,2,1242,2
75220,ANIMAL BITE,3,1242,3
75220,ARSON,1,1242,4
75220,ARSON,3,1242,2
75220,ASSAULT,1,1242,50
75220,ASSAULT,2,1242,62
75220,ASSAULT,3,1242,63
75220,ASSAULT,U,1242,2
75220,AUTO THEFT - UUMV,1,1242,267
75220,AUTO THEFT - UUMV,2,1242,94
75220,AUTO THEFT - UUMV,3,1242,121
75220,AUTO THEFT - UUMV,U,1242,51
75220,BURGLARY,1,1242,185
75220,BURGLARY,2,1242,268
75220,BURGLARY,3,1242,74
75220,BURGLARY,U,1242,104
75220,CHILD (OFFENSES AGAINST),1,1242,3
75220,CHILD (OFFENSES AGAINST),2,1242,1
75220,CHILD (OFFENSES AGAINST),3,1242,1
75220,CRIMINAL MISCHIEF/VANDALISM,1,1242,272
75220,CRIMINAL MISCHIEF/VANDALISM,2,1242,162
75220,CRIMINAL MISCHIEF/VANDALISM,3,1242,207
75220,CRIMINAL MISCHIEF/VANDALISM,U,1242,77
75220,DISORDERLY CONDUCT,1,1242,8
75220,DISORDERLY CONDUCT,2,1242,16
75220,DISORDERLY CONDUCT,3,1242,17
75220,DISORDERLY CONDUCT,U,1242,11
75220,DWI,1,1242,24
75220,DWI,2,1242,3
75220,DWI,3,1242,18
75220,EMBEZZLEMENT,1,1242,2
75220,EMBEZZLEMENT,2,1242,13
75220,EMBEZZLEMENT,3,1242,4
75220,EMBEZZLEMENT,U,1242,17
75220,FIREARMS ACCIDENT,1,1242,4
75220,FORGERY & COUNTERFEIT,1,1242,5
75220,FORGERY & COUNTERFEIT,2,1242,15
75220,FORGERY & COUNTERFEIT,3,1242,8
75220,FORGERY & COUNTERFEIT,U,1242,7
75220,FOUND PROPERTY,1,1242,154
75220,FOUND PROPERTY,2,1242,187
75220,FOUND PROPERTY,3,1242,138
75220,FOUND PROPERTY,U,1242,68
75220,FRAUD,1,1242,17
75220,FRAUD,2,1242,14
75220,FRAUD,3,1242,9
75220,FRAUD,U,1242,15
75220,HOME ACCIDENT,1,1242,4
75220,HOME ACCIDENT,2,1242,7
75220,HOME ACCIDENT,3,1242,12
75220,HOME ACCIDENT,U,1242,1
75220,LIQUOR,1,1242,1
75220,LIQUOR,3,1242,1
75220,WEAPONS,3,1242,1
75220,WEAPONS,2,1242,1
75220,WEAPONS,1,1242,3
75220,TRAFFIC FATALITY,3,1242,1
75220,TRAFFIC FATALITY,2,1242,1
75220,TRAFFIC FATALITY,1,1242,4
75220,THEFT,U,1242,218
75220,THEFT,3,1242,336
75220,THEFT,2,1242,363
75220,THEFT,1,1242,564
75220,SUDDEN DEATH,U,1242,5
75220,SUDDEN DEATH,3,1242,8
75220,SUDDEN DEATH,2,1242,11
75220,SUDDEN DEATH,1,1242,12
75220,ROBBERY,U,1242,4
75220,ROBBERY,3,1242,116
75220,ROBBERY,2,1242,51
75220,ROBBERY,1,1242,83
75220,OTHER OFFENSES,U,1242,3
75220,OTHER OFFENSES,3,1242,37
75220,OTHER OFFENSES,2,1242,42
75220,OTHER OFFENSES,1,1242,28
75220,NARCOTICS/DRUGS,U,1242,1
75220,NARCOTICS/DRUGS,3,1242,19
75220,NARCOTICS/DRUGS,2,1242,7
75220,NARCOTICS/DRUGS,1,1242,8
75220,MURDER,3,1242,1
75220,MOTOR VEHICLE ACCIDENT,U,1242,4
75220,MOTOR VEHICLE ACCIDENT,3,1242,197
75220,MOTOR VEHICLE ACCIDENT,2,1242,135
75204,DISORDERLY CONDUCT,U,1221,15
75204,DWI,1,1221,24
75204,DWI,2,1221,2
75204,DWI,3,1221,17
75204,EMBEZZLEMENT,1,1221,3
75204,EMBEZZLEMENT,2,1221,4
75204,EMBEZZLEMENT,3,1221,6
75204,EMBEZZLEMENT,U,1221,13
75204,FIREARMS ACCIDENT,3,1221,1
75204,FORGERY & COUNTERFEIT,2,1221,7
75204,FORGERY & COUNTERFEIT,3,1221,9
75204,FORGERY & COUNTERFEIT,U,1221,2
75204,FOUND PROPERTY,1,1221,60
75204,FOUND PROPERTY,2,1221,112
75204,FOUND PROPERTY,3,1221,62
75204,FOUND PROPERTY,U,1221,48
75204,FRAUD,1,1221,5
75204,FRAUD,2,1221,8
75204,FRAUD,3,1221,8
75204,FRAUD,U,1221,10
75204,HOME ACCIDENT,1,1221,1
75204,HOME ACCIDENT,2,1221,3
75204,HOME ACCIDENT,3,1221,8
75204,LOST PROPERTY,1,1221,15
75204,LOST PROPERTY,2,1221,13
75204,LOST PROPERTY,3,1221,10
75204,LOST PROPERTY,U,1221,6
75204,MOTOR VEHICLE ACCIDENT,1,1221,71
75204,MOTOR VEHICLE ACCIDENT,2,1221,136
75204,MOTOR VEHICLE ACCIDENT,3,1221,199
75204,MOTOR VEHICLE ACCIDENT,U,1221,4
75204,MURDER,U,1221,1
75204,NARCOTICS/DRUGS,1,1221,4
75204,NARCOTICS/DRUGS,3,1221,5
75204,OTHER OFFENSES,1,1221,20
75204,OTHER OFFENSES,2,1221,18
75204,OTHER OFFENSES,3,1221,34
75204,OTHER OFFENSES,U,1221,1
75204,ROBBERY,1,1221,38
75204,ROBBERY,2,1221,19
75204,ROBBERY,3,1221,46
75204,ROBBERY,U,1221,1
75204,SUDDEN DEATH,1,1221,10
75204,SUDDEN DEATH,2,1221,10
75204,SUDDEN DEATH,3,1221,5
75204,SUDDEN DEATH,U,1221,7
75204,THEFT,1,1221,603
75204,THEFT,2,1221,309
75204,THEFT,3,1221,304
75204,THEFT,U,1221,307
75204,TRAFFIC FATALITY,2,1221,1
75204,TRAFFIC FATALITY,3,1221,2
75204,ACCIDENTAL INJURY,1,1221,19
75204,ACCIDENTAL INJURY,2,1221,8
75204,ACCIDENTAL INJURY,3,1221,15
75204,AGGRAVATED ASSAULT,1,1221,18
75204,AGGRAVATED ASSAULT,2,1221,7
75204,AGGRAVATED ASSAULT,3,1221,16
75204,ANIMAL BITE,1,1221,1
75204,ANIMAL BITE,2,1221,2
75204,ANIMAL BITE,3,1221,7
75204,ARSON,1,1221,1
75204,ASSAULT,1,1221,23
75204,ASSAULT,2,1221,41
75204,ASSAULT,3,1221,56
75204,ASSAULT,U,1221,3
75204,AUTO THEFT - UUMV,1,1221,127
75204,AUTO THEFT - UUMV,2,1221,48
75204,AUTO THEFT - UUMV,3,1221,50
75204,AUTO THEFT - UUMV,U,1221,54
75204,BURGLARY,1,1221,114
75204,BURGLARY,2,1221,127
75204,BURGLARY,3,1221,51
75204,BURGLARY,U,1221,102
75204,CHILD (OFFENSES AGAINST),2,1221,1
75204,CHILD (OFFENSES AGAINST),3,1221,1
75204,CRIMINAL MISCHIEF/VANDALISM,1,1221,173
75204,CRIMINAL MISCHIEF/VANDALISM,2,1221,88
75204,CRIMINAL MISCHIEF/VANDALISM,3,1221,125
75204,CRIMINAL MISCHIEF/VANDALISM,U,1221,81
75204,DISORDERLY CONDUCT,1,1221,4
75204,DISORDERLY CONDUCT,2,1221,10
75204,DISORDERLY CONDUCT,3,1221,9
75050,AGGRAVATED ASSAULT,1,1212,1
75019,BURGLARY,3,1195,3
75019,BURGLARY,2,1195,1
75019,BURGLARY,1,1195,1
75019,AUTO THEFT - UUMV,U,1195,1
75019,CRIMINAL MISCHIEF/VANDALISM,2,1195,4
75019,BURGLARY,U,1195,9
75019,AUTO THEFT - UUMV,2,1195,4
75019,ASSAULT,1,1195,1
75019,ARSON,2,1195,1
75019,THEFT,U,1195,1
75019,THEFT,2,1195,5
75019,THEFT,1,1195,5
75019,ROBBERY,3,1195,1
75019,ROBBERY,1,1195,1
75019,OTHER OFFENSES,3,1195,1
75019,EMBEZZLEMENT,U,1195,1
75019,DISORDERLY CONDUCT,2,1195,2
75247,THEFT,U,1152,132
75247,AUTO THEFT - UUMV,1,1152,62
75247,AUTO THEFT - UUMV,2,1152,51
75247,AUTO THEFT - UUMV,3,1152,46
75247,AUTO THEFT - UUMV,U,1152,39
75247,BURGLARY,1,1152,47
75247,BURGLARY,2,1152,8
75247,BURGLARY,3,1152,29
75247,BURGLARY,U,1152,41
75247,CHILD (OFFENSES AGAINST),1,1152,1
75247,CRIMINAL MISCHIEF/VANDALISM,1,1152,53
75247,CRIMINAL MISCHIEF/VANDALISM,2,1152,36
75247,FORGERY & COUNTERFEIT,U,1152,1
75247,FOUND PROPERTY,1,1152,63
75247,FOUND PROPERTY,2,1152,78
75247,FOUND PROPERTY,3,1152,46
75247,FOUND PROPERTY,U,1152,10
75247,FRAUD,1,1152,3
75247,FRAUD,2,1152,3
75247,FRAUD,3,1152,1
75247,FRAUD,U,1152,6
75247,CRIMINAL MISCHIEF/VANDALISM,3,1152,36
75247,CRIMINAL MISCHIEF/VANDALISM,U,1152,20
75247,DISORDERLY CONDUCT,1,1152,5
75247,DISORDERLY CONDUCT,2,1152,12
75247,DISORDERLY CONDUCT,3,1152,3
75247,DISORDERLY CONDUCT,U,1152,5
75247,DWI,1,1152,6
75247,DWI,3,1152,1
75247,EMBEZZLEMENT,1,1152,2
75247,EMBEZZLEMENT,2,1152,4
75247,EMBEZZLEMENT,3,1152,3
75247,EMBEZZLEMENT,U,1152,8
75247,FORGERY & COUNTERFEIT,1,1152,2
75247,FORGERY & COUNTERFEIT,2,1152,6
75247,FORGERY & COUNTERFEIT,3,1152,7
75247,WEAPONS,2,1152,1
75247,ACCIDENTAL INJURY,1,1152,11
75247,ACCIDENTAL INJURY,2,1152,9
75247,ACCIDENTAL INJURY,3,1152,9
75247,AGGRAVATED ASSAULT,1,1152,13
75247,AGGRAVATED ASSAULT,2,1152,4
75247,AGGRAVATED ASSAULT,3,1152,3
75247,ANIMAL BITE,2,1152,1
75247,ANIMAL BITE,3,1152,1
75247,ARSON,1,1152,4
75247,ASSAULT,1,1152,20
75247,ASSAULT,2,1152,20
75247,ASSAULT,3,1152,15
75247,ASSAULT,U,1152,2
75247,HOME ACCIDENT,3,1152,1
75247,LOST PROPERTY,1,1152,1
75247,LOST PROPERTY,2,1152,4
75247,LOST PROPERTY,3,1152,6
75247,LOST PROPERTY,U,1152,1
75247,MOTOR VEHICLE ACCIDENT,1,1152,34
75247,MOTOR VEHICLE ACCIDENT,2,1152,60
75247,MOTOR VEHICLE ACCIDENT,3,1152,62
75247,MURDER,1,1152,1
75247,NARCOTICS/DRUGS,2,1152,2
75247,NARCOTICS/DRUGS,3,1152,1
75247,OCCUPATIONAL ACCIDENT,1,1152,1
75247,OCCUPATIONAL ACCIDENT,2,1152,1
75247,OCCUPATIONAL ACCIDENT,3,1152,2
75247,OTHER OFFENSES,1,1152,9
75247,OTHER OFFENSES,2,1152,18
75247,OTHER OFFENSES,3,1152,11
75247,ROBBERY,1,1152,20
75247,ROBBERY,2,1152,10
75247,ROBBERY,3,1152,16
75247,SUDDEN DEATH,1,1152,2
75247,SUDDEN DEATH,2,1152,5
75247,SUDDEN DEATH,3,1152,4
75247,SUDDEN DEATH,U,1152,1
75247,THEFT,1,1152,179
75247,THEFT,2,1152,130
75247,THEFT,3,1152,88
75244,MOTOR VEHICLE ACCIDENT,1,1134,19
75244,MOTOR VEHICLE ACCIDENT,3,1134,58
75244,MOTOR VEHICLE ACCIDENT,U,1134,2
75244,OTHER OFFENSES,1,1134,1
75244,OTHER OFFENSES,2,1134,3
75244,OTHER OFFENSES,3,1134,1
75244,ROBBERY,1,1134,1
75244,ROBBERY,2,1134,3
75244,ROBBERY,3,1134,5
75244,SUDDEN DEATH,1,1134,1
75244,SUDDEN DEATH,2,1134,3
75244,SUDDEN DEATH,3,1134,1
75244,SUDDEN DEATH,U,1134,2
75244,THEFT,1,1134,80
75244,THEFT,2,1134,55
75244,THEFT,3,1134,58
75244,THEFT,U,1134,27
75244,TRAFFIC FATALITY,1,1134,1
75244,TRAFFIC FATALITY,3,1134,1
75244,WEAPONS,2,1134,1
75244,BURGLARY,3,1134,9
75244,AGGRAVATED ASSAULT,2,1134,2
75244,AGGRAVATED ASSAULT,1,1134,1
75244,MOTOR VEHICLE ACCIDENT,2,1134,44
75244,AGGRAVATED ASSAULT,3,1134,2
75244,ANIMAL BITE,1,1134,1
75244,ANIMAL BITE,2,1134,1
75244,ARSON,3,1134,1
75244,ASSAULT,1,1134,5
75244,ASSAULT,2,1134,3
75244,ASSAULT,3,1134,4
75244,AUTO THEFT - UUMV,1,1134,8
75244,AUTO THEFT - UUMV,2,1134,15
75244,AUTO THEFT - UUMV,3,1134,7
75244,AUTO THEFT - UUMV,U,1134,5
75244,BURGLARY,1,1134,21
75244,BURGLARY,2,1134,36
75244,BURGLARY,U,1134,18
75244,CRIMINAL MISCHIEF/VANDALISM,1,1134,16
75244,CRIMINAL MISCHIEF/VANDALISM,2,1134,17
75244,CRIMINAL MISCHIEF/VANDALISM,3,1134,13
75244,CRIMINAL MISCHIEF/VANDALISM,U,1134,9
75244,DISORDERLY CONDUCT,1,1134,2
75244,DISORDERLY CONDUCT,U,1134,3
75244,DWI,3,1134,2
75244,EMBEZZLEMENT,1,1134,1
75244,EMBEZZLEMENT,2,1134,1
75244,EMBEZZLEMENT,3,1134,2
75244,EMBEZZLEMENT,U,1134,4
75244,FORGERY & COUNTERFEIT,2,1134,2
75244,FORGERY & COUNTERFEIT,3,1134,1
75244,FOUND PROPERTY,1,1134,29
75244,FOUND PROPERTY,2,1134,28
75244,FOUND PROPERTY,3,1134,31
75244,FOUND PROPERTY,U,1134,16
75244,FRAUD,3,1134,2
75244,FRAUD,U,1134,1
75244,HOME ACCIDENT,1,1134,1
75244,HOME ACCIDENT,2,1134,2
75244,HOME ACCIDENT,3,1134,1
75244,LOST PROPERTY,1,1134,1
75244,LOST PROPERTY,2,1134,2
75244,LOST PROPERTY,3,1134,4
75205,FRAUD,2,1116,1
75205,FOUND PROPERTY,U,1116,4
75205,FOUND PROPERTY,3,1116,5
75205,FOUND PROPERTY,2,1116,7
75205,FOUND PROPERTY,1,1116,6
75205,FORGERY & COUNTERFEIT,3,1116,1
75205,EMBEZZLEMENT,U,1116,2
75205,DWI,1,1116,2
75205,DISORDERLY CONDUCT,U,1116,1
75205,DISORDERLY CONDUCT,3,1116,2
75205,DISORDERLY CONDUCT,2,1116,4
75205,CRIMINAL MISCHIEF/VANDALISM,U,1116,7
75205,CRIMINAL MISCHIEF/VANDALISM,3,1116,11
75205,CRIMINAL MISCHIEF/VANDALISM,2,1116,10
75205,CRIMINAL MISCHIEF/VANDALISM,1,1116,17
75205,BURGLARY,U,1116,11
75205,BURGLARY,3,1116,7
75205,AUTO THEFT - UUMV,3,1116,2
75205,AUTO THEFT - UUMV,2,1116,4
75205,AUTO THEFT - UUMV,1,1116,9
75205,ASSAULT,3,1116,4
75205,ASSAULT,2,1116,2
75205,ASSAULT,1,1116,3
75205,ANIMAL BITE,3,1116,2
75205,AGGRAVATED ASSAULT,3,1116,1
75205,AGGRAVATED ASSAULT,2,1116,1
75205,ACCIDENTAL INJURY,3,1116,1
75205,ACCIDENTAL INJURY,2,1116,1
75205,ACCIDENTAL INJURY,1,1116,1
75205,BURGLARY,2,1116,10
75205,BURGLARY,1,1116,28
75205,FRAUD,U,1116,3
75205,TRAFFIC FATALITY,2,1116,1
75205,THEFT,U,1116,34
75205,THEFT,3,1116,31
75205,THEFT,2,1116,43
75205,THEFT,1,1116,49
75205,SUDDEN DEATH,U,1116,2
75205,SUDDEN DEATH,3,1116,2
75205,SUDDEN DEATH,2,1116,2
75205,SUDDEN DEATH,1,1116,3
75205,ROBBERY,U,1116,1
75205,ROBBERY,3,1116,6
75205,ROBBERY,2,1116,1
75205,ROBBERY,1,1116,3
75205,OTHER OFFENSES,3,1116,3
75205,OTHER OFFENSES,2,1116,1
75205,OCCUPATIONAL ACCIDENT,3,1116,1
75205,NARCOTICS/DRUGS,3,1116,1
75205,NARCOTICS/DRUGS,1,1116,1
75205,MOTOR VEHICLE ACCIDENT,U,1116,1
75205,MOTOR VEHICLE ACCIDENT,3,1116,13
75205,MOTOR VEHICLE ACCIDENT,2,1116,13
75205,MOTOR VEHICLE ACCIDENT,1,1116,2
75205,LOST PROPERTY,U,1116,1
75205,LOST PROPERTY,3,1116,3
75205,HOME ACCIDENT,3,1116,1
75205,HOME ACCIDENT,2,1116,1
75205,AUTO THEFT - UUMV,U,1116,2
75205,FRAUD,3,1116,1
75207,AGGRAVATED ASSAULT,1,1104,3
75207,ACCIDENTAL INJURY,U,1104,1
75207,ACCIDENTAL INJURY,3,1104,7
75207,ACCIDENTAL INJURY,2,1104,3
75207,ACCIDENTAL INJURY,1,1104,4
75207,ROBBERY,1,1104,9
75207,AUTO THEFT - UUMV,3,1104,22
75207,AUTO THEFT - UUMV,U,1104,28
75207,BURGLARY,1,1104,41
75207,BURGLARY,2,1104,12
75207,BURGLARY,3,1104,20
75207,BURGLARY,U,1104,26
75207,CRIMINAL MISCHIEF/VANDALISM,1,1104,52
75207,CRIMINAL MISCHIEF/VANDALISM,2,1104,37
75207,CRIMINAL MISCHIEF/VANDALISM,3,1104,25
75207,CRIMINAL MISCHIEF/VANDALISM,U,1104,25
75207,DISORDERLY CONDUCT,1,1104,4
75207,DISORDERLY CONDUCT,2,1104,4
75207,DISORDERLY CONDUCT,3,1104,4
75207,DWI,1,1104,6
75207,DWI,2,1104,2
75207,DWI,3,1104,3
75207,DWI,U,1104,1
75207,EMBEZZLEMENT,1,1104,6
75207,EMBEZZLEMENT,2,1104,6
75207,EMBEZZLEMENT,3,1104,1
75207,EMBEZZLEMENT,U,1104,4
75207,FIREARMS ACCIDENT,2,1104,1
75207,FORGERY & COUNTERFEIT,2,1104,11
75207,FORGERY & COUNTERFEIT,3,1104,2
75207,FORGERY & COUNTERFEIT,U,1104,1
75207,FOUND PROPERTY,1,1104,31
75207,FOUND PROPERTY,2,1104,38
75207,FOUND PROPERTY,3,1104,35
75207,FOUND PROPERTY,U,1104,8
75207,FRAUD,1,1104,6
75207,FRAUD,2,1104,9
75207,FRAUD,3,1104,7
75207,FRAUD,U,1104,5
75207,HOME ACCIDENT,2,1104,1
75207,HOME ACCIDENT,3,1104,1
75207,LOST PROPERTY,1,1104,3
75207,LOST PROPERTY,2,1104,9
75207,LOST PROPERTY,3,1104,3
75207,LOST PROPERTY,U,1104,6
75207,MOTOR VEHICLE ACCIDENT,1,1104,32
75207,MOTOR VEHICLE ACCIDENT,2,1104,61
75207,MOTOR VEHICLE ACCIDENT,3,1104,80
75207,MOTOR VEHICLE ACCIDENT,U,1104,2
75207,MURDER,1,1104,1
75207,NARCOTICS/DRUGS,2,1104,1
